"Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","HPMR.Ligand","HPMR.Receptor","PMID.Manual","Pair.Source","Pair.Evidence"
"Dll4_Notch1","Dll4","delta-like 4 (Drosophila)","Notch1","notch 1","DLRP","HPMR","","HPRD","STRING.binding","","DLL4","NOTCH1","","known","literature supported"
"Dll4_Notch2","Dll4","delta-like 4 (Drosophila)","Notch2","notch 2","DLRP","","","","STRING.binding","","DLL4","NOTCH2","22842086","known","literature supported"
"Dll4_Notch3","Dll4","delta-like 4 (Drosophila)","Notch3","notch 3","DLRP","","","","STRING.binding","","DLL4","NOTCH3","18182388","known","literature supported"
"Dll4_NOTCH4","Dll4","delta-like 4 (Drosophila)","NOTCH4","notch 4","DLRP","HPMR","","HPRD","","","DLL4","NOTCH4","","known","literature supported"
"Dscam_Dcc","Dscam","Down syndrome cell adhesion molecule","Dcc","deleted in colorectal carcinoma","","","","","STRING.binding","","","DCC","","novel","putative"
"Dusp18_Cd151","Dusp18","dual specificity phosphatase 18","Cd151","CD151 molecule (Raph blood group)","","HPMR","","","","","DUSP18","CD151","","known","EXCLUDED not ligand"
"Dusp18_Itga1","Dusp18","dual specificity phosphatase 18","Itga1","integrin, alpha 1","","HPMR","","","","","DUSP18","ITGA1","","known","EXCLUDED not ligand"
"Dusp18_Itga2","Dusp18","dual specificity phosphatase 18","Itga2","integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)","","HPMR","","","","","DUSP18","ITGA2","","known","EXCLUDED not ligand"
"Dusp18_Itga3","Dusp18","dual specificity phosphatase 18","Itga3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","","HPMR","","","","","DUSP18","ITGA3","","known","EXCLUDED not ligand"
"Dusp18_Itga6","Dusp18","dual specificity phosphatase 18","Itga6","integrin, alpha 6","","HPMR","","","","","DUSP18","ITGA6","","known","EXCLUDED not ligand"
"Dusp18_Itga7","Dusp18","dual specificity phosphatase 18","Itga7","integrin, alpha 7","","HPMR","","","","","DUSP18","ITGA7","","known","EXCLUDED not ligand"
"Dusp18_Itgb1","Dusp18","dual specificity phosphatase 18","Itgb1","integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)","","HPMR","","","","","DUSP18","ITGB1","","known","EXCLUDED not ligand"
"Dusp18_Itgb4","Dusp18","dual specificity phosphatase 18","Itgb4","integrin, beta 4","","HPMR","","","","","DUSP18","ITGB4","","known","EXCLUDED not ligand"
"Dusp18_Rpsa","Dusp18","dual specificity phosphatase 18","Rpsa","ribosomal protein SA","","HPMR","","","","","DUSP18","RPSA","","known","EXCLUDED not ligand"
"Ebi3_Il27ra","Ebi3","Epstein-Barr virus induced 3","Il27ra","interleukin 27 receptor, alpha","","","","HPRD","STRING.binding","","","","","novel","literature supported"
"Ebi3_Il6st","Ebi3","Epstein-Barr virus induced 3","Il6st","interleukin 6 signal transducer (gp130, oncostatin M receptor)","","","","","STRING.binding","","","IL6ST","","novel","putative"
"Ecm1_Cachd1","Ecm1","extracellular matrix protein 1","Cachd1","cache domain containing 1","","","","","STRING.binding","","","","","novel","putative"
"Eda_Eda2r","Eda","ectodysplasin A","Eda2r","ectodysplasin A2 receptor","","HPMR","IUPHAR","HPRD","","","EDA","EDA2R","","known","literature supported"
"Eda_Edar","Eda","ectodysplasin A","Edar","ectodysplasin A receptor","","HPMR","IUPHAR","HPRD","","STRING.experiment","EDA","EDAR","","known","literature supported"
"Edil3_Itgav","Edil3","EGF-like repeats and discoidin I-like domains 3","Itgav","integrin, alpha V","","","","HPRD","STRING.binding","","","ITGAV","","novel","literature supported"
"Edil3_Itgb5","Edil3","EGF-like repeats and discoidin I-like domains 3","Itgb5","integrin, beta 5","","","","","STRING.binding","","","ITGB5","","novel","putative"
"Edn1_Ednra","Edn1","endothelin 1","Ednra","endothelin receptor type A","","HPMR","IUPHAR","HPRD","STRING.binding","","EDN1","EDNRA","","known","literature supported"
"Edn1_Ednrb","Edn1","endothelin 1","Ednrb","endothelin receptor type B","","","","HPRD","STRING.binding","","EDN1","EDNRB","","novel","literature supported"
"Edn1_ELTD1","Edn1","endothelin 1","ELTD1","EGF, latrophilin and seven transmembrane domain containing 1","","","","","STRING.binding","","EDN1","ELTD1","","novel","putative"
"Edn1_Kel","Edn1","endothelin 1","Kel","Kell blood group, metallo-endopeptidase","","","","HPRD","","","EDN1","","","novel","literature supported"
"Edn2_Ednra","Edn2","endothelin 2","Ednra","endothelin receptor type A","","HPMR","IUPHAR","","STRING.binding","","EDN2","EDNRA","","known","literature supported"
"Edn2_Ednrb","Edn2","endothelin 2","Ednrb","endothelin receptor type B","","","","","STRING.binding","","EDN2","EDNRB","14659083","novel","literature supported"
"Edn2_Kel","Edn2","endothelin 2","Kel","Kell blood group, metallo-endopeptidase","","","","HPRD","","","EDN2","","","novel","literature supported"
"Edn3_Ednra","Edn3","endothelin 3","Ednra","endothelin receptor type A","","","","HPRD","STRING.binding","","EDN3","EDNRA","","novel","literature supported"
"Edn3_Ednrb","Edn3","endothelin 3","Ednrb","endothelin receptor type B","","HPMR","IUPHAR","HPRD","STRING.binding","","EDN3","EDNRB","","known","literature supported"
"Edn3_Kel","Edn3","endothelin 3","Kel","Kell blood group, metallo-endopeptidase","","","","HPRD","","","EDN3","","","novel","literature supported"
"Efemp1_Egfr","Efemp1","EGF containing fibulin-like extracellular matrix protein 1","Egfr","epidermal growth factor receptor","","","","","STRING.binding","","","EGFR","19804359","novel","literature supported"
"Efemp2_Aqp1","Efemp2","EGF containing fibulin-like extracellular matrix protein 2","Aqp1","aquaporin 1 (Colton blood group)","","","","HPRD","","","","","","novel","literature supported"
"Efemp2_Catsper1","Efemp2","EGF containing fibulin-like extracellular matrix protein 2","Catsper1","cation channel, sperm associated 1","","","","HPRD","","","","","","novel","literature supported"
"Efemp2_Lingo1","Efemp2","EGF containing fibulin-like extracellular matrix protein 2","Lingo1","leucine rich repeat and Ig domain containing 1","","","","HPRD","","","","LRRN6A","","novel","literature supported"
"Efemp2_Plscr4","Efemp2","EGF containing fibulin-like extracellular matrix protein 2","Plscr4","phospholipid scramblase 4","","","","HPRD","","","","","","novel","literature supported"
"Efna1_Epha1","Efna1","ephrin-A1","Epha1","EPH receptor A1","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNA1","EPHA1","","known","literature supported"
"Efna1_Epha2","Efna1","ephrin-A1","Epha2","EPH receptor A2","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNA1","EPHA2","","known","literature supported"
"Efna1_Epha3","Efna1","ephrin-A1","Epha3","EPH receptor A3","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNA1","EPHA3","","known","literature supported"
"Efna1_Epha4","Efna1","ephrin-A1","Epha4","EPH receptor A4","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNA1","EPHA4","","known","literature supported"
"Efna1_Epha5","Efna1","ephrin-A1","Epha5","EPH receptor A5","DLRP","HPMR","","HPRD","","STRING.experiment","EFNA1","EPHA5","","known","literature supported"
"Efna1_Epha6","Efna1","ephrin-A1","Epha6","EPH receptor A6","","HPMR","","HPRD","","STRING.experiment","EFNA1","EPHA6","","known","literature supported"
"Efna1_Epha7","Efna1","ephrin-A1","Epha7","EPH receptor A7","DLRP","HPMR","","HPRD","","STRING.experiment","EFNA1","EPHA7","","known","literature supported"
"Efna1_Epha8","Efna1","ephrin-A1","Epha8","EPH receptor A8","DLRP","","","HPRD","","","EFNA1","EPHA8","","known","literature supported"
"Efna1_Ephb1","Efna1","ephrin-A1","Ephb1","EPH receptor B1","","","","HPRD","","","EFNA1","EPHB1","","novel","literature supported"
"Efna1_Ephb6","Efna1","ephrin-A1","Ephb6","EPH receptor B6","","","","","STRING.binding","STRING.experiment","EFNA1","EPHB6","","novel","putative"
"Efna2_Epha1","Efna2","ephrin-A2","Epha1","EPH receptor A1","DLRP","","","","","","EFNA2","EPHA1","","known","putative"
"Efna2_Epha2","Efna2","ephrin-A2","Epha2","EPH receptor A2","DLRP","","","HPRD","","STRING.experiment","EFNA2","EPHA2","","known","literature supported"
"Efna2_Epha3","Efna2","ephrin-A2","Epha3","EPH receptor A3","DLRP","HPMR","","HPRD","STRING.binding","","EFNA2","EPHA3","","known","literature supported"
"Efna2_Epha4","Efna2","ephrin-A2","Epha4","EPH receptor A4","DLRP","HPMR","","","STRING.binding","STRING.experiment","EFNA2","EPHA4","","known","literature supported"
"Efna2_Epha5","Efna2","ephrin-A2","Epha5","EPH receptor A5","DLRP","HPMR","","HPRD","STRING.binding","","EFNA2","EPHA5","","known","literature supported"
"Efna2_Epha6","Efna2","ephrin-A2","Epha6","EPH receptor A6","","HPMR","","","STRING.binding","","EFNA2","EPHA6","","known","literature supported"
"Efna2_Epha7","Efna2","ephrin-A2","Epha7","EPH receptor A7","DLRP","HPMR","","","STRING.binding","","EFNA2","EPHA7","","known","literature supported"
"Efna2_Epha8","Efna2","ephrin-A2","Epha8","EPH receptor A8","DLRP","HPMR","","","","","EFNA2","EPHA8","","known","literature supported"
"Efna3_Epha1","Efna3","ephrin-A3","Epha1","EPH receptor A1","DLRP","","","","","","EFNA3","EPHA1","16466970","known","literature supported"
"Efna3_Epha2","Efna3","ephrin-A3","Epha2","EPH receptor A2","DLRP","HPMR","","HPRD","","","EFNA3","EPHA2","","known","literature supported"
"Efna3_Epha3","Efna3","ephrin-A3","Epha3","EPH receptor A3","DLRP","HPMR","","","","","EFNA3","EPHA3","","known","literature supported"
"Efna3_Epha4","Efna3","ephrin-A3","Epha4","EPH receptor A4","DLRP","HPMR","","HPRD","STRING.binding","","EFNA3","EPHA4","","known","literature supported"
"Efna3_Epha5","Efna3","ephrin-A3","Epha5","EPH receptor A5","DLRP","HPMR","","HPRD","","","EFNA3","EPHA5","","known","literature supported"
"Efna3_Epha6","Efna3","ephrin-A3","Epha6","EPH receptor A6","","HPMR","","","STRING.binding","STRING.experiment","EFNA3","EPHA6","","known","literature supported"
"Efna3_Epha7","Efna3","ephrin-A3","Epha7","EPH receptor A7","DLRP","HPMR","","HPRD","","","EFNA3","EPHA7","","known","literature supported"
"Efna3_Epha8","Efna3","ephrin-A3","Epha8","EPH receptor A8","DLRP","HPMR","","","","","EFNA3","EPHA8","","known","literature supported"
"Efna3_Ephb1","Efna3","ephrin-A3","Ephb1","EPH receptor B1","","HPMR","","","","","EFNA3","EPHB1","","known","literature supported"
"Efna3_Ephb6","Efna3","ephrin-A3","Ephb6","EPH receptor B6","","","","","STRING.binding","STRING.experiment","EFNA3","EPHB6","","novel","putative"
"Efna4_Epha1","Efna4","ephrin-A4","Epha1","EPH receptor A1","DLRP","","","","","","EFNA4","EPHA1","","known","putative"
"Efna4_Epha2","Efna4","ephrin-A4","Epha2","EPH receptor A2","DLRP","HPMR","","HPRD","","","EFNA4","EPHA2","","known","literature supported"
"Efna4_Epha3","Efna4","ephrin-A4","Epha3","EPH receptor A3","DLRP","","","","","","EFNA4","EPHA3","8755474","known","literature supported"
"Efna4_Epha4","Efna4","ephrin-A4","Epha4","EPH receptor A4","DLRP","","","HPRD","","","EFNA4","EPHA4","","known","literature supported"
"Efna4_Epha5","Efna4","ephrin-A4","Epha5","EPH receptor A5","DLRP","HPMR","","HPRD","","","EFNA4","EPHA5","","known","literature supported"
"Efna4_Epha6","Efna4","ephrin-A4","Epha6","EPH receptor A6","","HPMR","","HPRD","","","EFNA4","EPHA6","","known","literature supported"
"Efna4_Epha7","Efna4","ephrin-A4","Epha7","EPH receptor A7","DLRP","","","HPRD","","","EFNA4","EPHA7","","known","literature supported"
"Efna4_Epha8","Efna4","ephrin-A4","Epha8","EPH receptor A8","DLRP","","","HPRD","","","EFNA4","EPHA8","","known","literature supported"
"Efna5_Epha1","Efna5","ephrin-A5","Epha1","EPH receptor A1","DLRP","","","","","","EFNA5","EPHA1","","known","putative"
"Efna5_Epha2","Efna5","ephrin-A5","Epha2","EPH receptor A2","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNA5","EPHA2","","known","literature supported"
"Efna5_Epha3","Efna5","ephrin-A5","Epha3","EPH receptor A3","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNA5","EPHA3","","known","literature supported"
"Efna5_Epha4","Efna5","ephrin-A5","Epha4","EPH receptor A4","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNA5","EPHA4","","known","literature supported"
"Efna5_Epha5","Efna5","ephrin-A5","Epha5","EPH receptor A5","DLRP","HPMR","","HPRD","STRING.binding","","EFNA5","EPHA5","","known","literature supported"
"Efna5_Epha6","Efna5","ephrin-A5","Epha6","EPH receptor A6","","HPMR","","","STRING.binding","STRING.experiment","EFNA5","EPHA6","","known","literature supported"
"Efna5_Epha7","Efna5","ephrin-A5","Epha7","EPH receptor A7","DLRP","","","HPRD","STRING.binding","STRING.experiment","EFNA5","EPHA7","","known","literature supported"
"Efna5_Epha8","Efna5","ephrin-A5","Epha8","EPH receptor A8","DLRP","HPMR","","HPRD","STRING.binding","","EFNA5","EPHA8","","known","literature supported"
"Efna5_Ephb1","Efna5","ephrin-A5","Ephb1","EPH receptor B1","","","","HPRD","","","EFNA5","EPHB1","","novel","literature supported"
"Efna5_Ephb2","Efna5","ephrin-A5","Ephb2","EPH receptor B2","","HPMR","","HPRD","STRING.binding","","EFNA5","EPHB2","","known","literature supported"
"Efna5_Ephb6","Efna5","ephrin-A5","Ephb6","EPH receptor B6","","","","","STRING.binding","STRING.experiment","EFNA5","EPHB6","15107857","novel","literature supported"
"Efnb1_Epha4","Efnb1","ephrin-B1","Epha4","EPH receptor A4","DLRP","","","","STRING.binding","","EFNB1","EPHA4","","known","putative"
"Efnb1_Epha6","Efnb1","ephrin-B1","Epha6","EPH receptor A6","","","","","STRING.binding","STRING.experiment","EFNB1","EPHA6","","novel","putative"
"Efnb1_Ephb1","Efnb1","ephrin-B1","Ephb1","EPH receptor B1","DLRP","HPMR","","HPRD","STRING.binding","","EFNB1","EPHB1","","known","literature supported"
"Efnb1_Ephb2","Efnb1","ephrin-B1","Ephb2","EPH receptor B2","DLRP","HPMR","","HPRD","STRING.binding","","EFNB1","EPHB2","","known","literature supported"
"Efnb1_Ephb3","Efnb1","ephrin-B1","Ephb3","EPH receptor B3","DLRP","HPMR","","","STRING.binding","","EFNB1","EPHB3","","known","literature supported"
"Efnb1_Ephb4","Efnb1","ephrin-B1","Ephb4","EPH receptor B4","DLRP","HPMR","","","","","EFNB1","EPHB4","","known","literature supported"
"Efnb1_Ephb6","Efnb1","ephrin-B1","Ephb6","EPH receptor B6","DLRP","HPMR","","","STRING.binding","STRING.experiment","EFNB1","EPHB6","","known","literature supported"
"Efnb1_Erbb2","Efnb1","ephrin-B1","Erbb2","v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2","","","","","STRING.binding","","EFNB1","ERBB2","22279592","novel","literature supported"
"Efnb2_Epha3","Efnb2","ephrin-B2","Epha3","EPH receptor A3","","","","HPRD","STRING.binding","STRING.experiment","EFNB2","EPHA3","","novel","literature supported"
"Efnb2_Epha4","Efnb2","ephrin-B2","Epha4","EPH receptor A4","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNB2","EPHA4","","known","literature supported"
"Efnb2_Epha6","Efnb2","ephrin-B2","Epha6","EPH receptor A6","","","","","STRING.binding","STRING.experiment","EFNB2","EPHA6","10648835","novel","literature supported"
"Efnb2_Ephb1","Efnb2","ephrin-B2","Ephb1","EPH receptor B1","DLRP","HPMR","","HPRD","STRING.binding","","EFNB2","EPHB1","","known","literature supported"
"Efnb2_Ephb2","Efnb2","ephrin-B2","Ephb2","EPH receptor B2","DLRP","HPMR","","HPRD","STRING.binding","","EFNB2","EPHB2","","known","literature supported"
"Efnb2_Ephb3","Efnb2","ephrin-B2","Ephb3","EPH receptor B3","DLRP","HPMR","","","STRING.binding","","EFNB2","EPHB3","","known","literature supported"
"Efnb2_Ephb4","Efnb2","ephrin-B2","Ephb4","EPH receptor B4","DLRP","HPMR","","HPRD","STRING.binding","STRING.experiment","EFNB2","EPHB4","","known","literature supported"
"Efnb2_Ephb6","Efnb2","ephrin-B2","Ephb6","EPH receptor B6","DLRP","","","HPRD","STRING.binding","STRING.experiment","EFNB2","EPHB6","","known","literature supported"
"Efnb2_Grm1","Efnb2","ephrin-B2","Grm1","glutamate receptor, metabotropic 1","","","","HPRD","","","EFNB2","GRM1","","novel","literature supported"
"Efnb2_Grm5","Efnb2","ephrin-B2","Grm5","glutamate receptor, metabotropic 5","","","","HPRD","STRING.binding","","EFNB2","GRM5","","novel","literature supported"
"Efnb2_Pecam1","Efnb2","ephrin-B2","Pecam1","platelet/endothelial cell adhesion molecule 1","","","","HPRD","","","EFNB2","","","novel","literature supported"
"Efnb2_Rhbdl2","Efnb2","ephrin-B2","Rhbdl2","rhomboid, veinlet-like 2 (Drosophila)","","","","HPRD","","","EFNB2","","","novel","literature supported"
"Efnb3_Epha4","Efnb3","ephrin-B3","Epha4","EPH receptor A4","DLRP","HPMR","","HPRD","","STRING.experiment","EFNB3","EPHA4","","known","literature supported"
"Efnb3_Ephb1","Efnb3","ephrin-B3","Ephb1","EPH receptor B1","DLRP","","","","STRING.binding","","EFNB3","EPHB1","","known","putative"
"Efnb3_Ephb2","Efnb3","ephrin-B3","Ephb2","EPH receptor B2","DLRP","HPMR","","","STRING.binding","","EFNB3","EPHB2","","known","literature supported"
"Efnb3_Ephb3","Efnb3","ephrin-B3","Ephb3","EPH receptor B3","DLRP","HPMR","","HPRD","STRING.binding","","EFNB3","EPHB3","","known","literature supported"
"Efnb3_Ephb4","Efnb3","ephrin-B3","Ephb4","EPH receptor B4","DLRP","","","","","","EFNB3","EPHB4","8755474","known","literature supported"
"Efnb3_Ephb6","Efnb3","ephrin-B3","Ephb6","EPH receptor B6","DLRP","","","","STRING.binding","STRING.experiment","EFNB3","EPHB6","","known","putative"
"Efnb3_Rhbdl2","Efnb3","ephrin-B3","Rhbdl2","rhomboid, veinlet-like 2 (Drosophila)","","","","HPRD","","","EFNB3","","","novel","literature supported"
"Egfl8_NCR3","Egfl8","EGF-like-domain, multiple 8","NCR3","natural cytotoxicity triggering receptor 3","","","","","STRING.binding","","","NCR3","","novel","putative"
"Egf_Cav1","Egf","epidermal growth factor","Cav1","caveolin 1, caveolae protein, 22kDa","","","","","STRING.binding","","EGF","","","novel","putative"
"Egf_Egfr","Egf","epidermal growth factor","Egfr","epidermal growth factor receptor","DLRP","HPMR","IUPHAR","HPRD","STRING.binding","STRING.experiment","EGF","EGFR","","known","literature supported"
