mgi_symbol	ensembl_gene_id	external_gene_name
Rab1b	ENSMUSG00000024870	Rab1b
Doc2g	ENSMUSG00000024871	Doc2g
Cnih2	ENSMUSG00000024873	Cnih2
Yif1a	ENSMUSG00000024875	Yif1a
Cbwd1	ENSMUSG00000024878	Cbwd1
Rin1	ENSMUSG00000024883	Rin1
Aldh3b1	ENSMUSG00000024885	Aldh3b1
Asah2	ENSMUSG00000024887	Asah2
Rce1	ENSMUSG00000024889	Rce1
Slc29a2	ENSMUSG00000024891	Slc29a2
Pcx	ENSMUSG00000024892	Pcx
Minpp1	ENSMUSG00000024896	Minpp1
Apba1	ENSMUSG00000024897	Apba1
Papss2	ENSMUSG00000024899	Papss2
Cpt1a	ENSMUSG00000024900	Cpt1a
Peli3	ENSMUSG00000024901	Peli3
Mrpl11	ENSMUSG00000024902	Mrpl11
Tesmin	ENSMUSG00000024905	Tesmin
Mus81	ENSMUSG00000024906	Mus81
Gal	ENSMUSG00000024907	Gal
Ppp6r3	ENSMUSG00000024908	Ppp6r3
Efemp2	ENSMUSG00000024909	Efemp2
Ctsw	ENSMUSG00000024910	Ctsw
Fibp	ENSMUSG00000024911	Fibp
Fosl1	ENSMUSG00000024912	Fosl1
Lrp5	ENSMUSG00000024913	Lrp5
Drap1	ENSMUSG00000024914	Drap1
Smarca2	ENSMUSG00000024921	Smarca2
Ovol1	ENSMUSG00000024922	Ovol1
Vldlr	ENSMUSG00000024924	Vldlr
Rnaseh2c	ENSMUSG00000024925	Rnaseh2c
Kat5	ENSMUSG00000024926	Kat5
Rela	ENSMUSG00000024927	Rela
Slc1a1	ENSMUSG00000024935	Slc1a1
Kcnk7	ENSMUSG00000024936	Kcnk7
Ehbp1l1	ENSMUSG00000024937	Ehbp1l1
Fam89b	ENSMUSG00000024939	Fam89b
Ltbp3	ENSMUSG00000024940	Ltbp3
Scyl1	ENSMUSG00000024941	Scyl1
Capn1	ENSMUSG00000024942	Capn1
Smc5	ENSMUSG00000024943	Smc5
Arl2	ENSMUSG00000024944	Arl2
Men1	ENSMUSG00000024947	Men1
Map4k2	ENSMUSG00000024948	Map4k2
Sf1	ENSMUSG00000024949	Sf1
Rps6ka4	ENSMUSG00000024952	Rps6ka4
Prdx5	ENSMUSG00000024953	Prdx5
Esrra	ENSMUSG00000024955	Esrra
Kcnk4	ENSMUSG00000024957	Kcnk4
Gpr137	ENSMUSG00000024958	Gpr137
Bad	ENSMUSG00000024959	Bad
Plcb3	ENSMUSG00000024960	Plcb3
Vegfb	ENSMUSG00000024962	Vegfb
Dnajc4	ENSMUSG00000024963	Dnajc4
Fermt3	ENSMUSG00000024965	Fermt3
Stip1	ENSMUSG00000024966	Stip1
Rcor2	ENSMUSG00000024968	Rcor2
Mark2	ENSMUSG00000024969	Mark2
Spindoc	ENSMUSG00000024970	Spindoc
Lgals12	ENSMUSG00000024972	Lgals12
Plaat5	ENSMUSG00000024973	Plaat5
Smc3	ENSMUSG00000024974	Smc3
Pdcd4	ENSMUSG00000024975	Pdcd4
Shoc2	ENSMUSG00000024976	Shoc2
Gpam	ENSMUSG00000024978	Gpam
Tectb	ENSMUSG00000024979	Tectb
Acsl5	ENSMUSG00000024981	Acsl5
Zdhhc6	ENSMUSG00000024982	Zdhhc6
Vti1a	ENSMUSG00000024983	Vti1a
Tcf7l2	ENSMUSG00000024985	Tcf7l2
Hhex	ENSMUSG00000024986	Hhex
Cyp26a1	ENSMUSG00000024987	Cyp26a1
Cep55	ENSMUSG00000024989	Cep55
Rbp4	ENSMUSG00000024990	Rbp4
Pde6c	ENSMUSG00000024992	Pde6c
Plce1	ENSMUSG00000024998	Plce1
Noc3l	ENSMUSG00000024999	Noc3l
Hells	ENSMUSG00000025001	Hells
Cyp2c55	ENSMUSG00000025002	Cyp2c55
Cyp2c39	ENSMUSG00000025003	Cyp2c39
Cyp2c40	ENSMUSG00000025004	Cyp2c40
Sorbs1	ENSMUSG00000025006	Sorbs1
Aldh18a1	ENSMUSG00000025007	Aldh18a1
Tctn3	ENSMUSG00000025008	Tctn3
Ccnj	ENSMUSG00000025010	Ccnj
Tll2	ENSMUSG00000025013	Tll2
Dntt	ENSMUSG00000025014	Dntt
Tm9sf3	ENSMUSG00000025016	Tm9sf3
Pik3ap1	ENSMUSG00000025017	Pik3ap1
Lcor	ENSMUSG00000025019	Lcor
Slit1	ENSMUSG00000025020	Slit1
Smndc1	ENSMUSG00000025024	Smndc1
Mxi1	ENSMUSG00000025025	Mxi1
Add3	ENSMUSG00000025026	Add3
Xpnpep1	ENSMUSG00000025027	Xpnpep1
Trim8	ENSMUSG00000025034	Trim8
Arl3	ENSMUSG00000025035	Arl3
Sfxn2	ENSMUSG00000025036	Sfxn2
Nt5c2	ENSMUSG00000025041	Nt5c2
Pdcd11	ENSMUSG00000025047	Pdcd11
Taf5	ENSMUSG00000025049	Taf5
Pcgf6	ENSMUSG00000025050	Pcgf6
Slk	ENSMUSG00000025060	Slk
Col17a1	ENSMUSG00000025064	Col17a1
Sfr1	ENSMUSG00000025066	Sfr1
Gsto1	ENSMUSG00000025068	Gsto1
Gsto2	ENSMUSG00000025069	Gsto2
Habp2	ENSMUSG00000025075	Habp2
Casp7	ENSMUSG00000025076	Casp7
Dclre1a	ENSMUSG00000025077	Dclre1a
Nhlrc2	ENSMUSG00000025078	Nhlrc2
Tdrd1	ENSMUSG00000025081	Tdrd1
Vwa2	ENSMUSG00000025082	Vwa2
Afap1l2	ENSMUSG00000025083	Afap1l2
Ablim1	ENSMUSG00000025085	Ablim1
Arhgap19	ENSMUSG00000025154	Arhgap19
Zdhhc16	ENSMUSG00000025157	Zdhhc16
Mms19	ENSMUSG00000025159	Mms19
Ubtd1	ENSMUSG00000025171	Ubtd1
Ankrd2	ENSMUSG00000025172	Ankrd2
Hoga1	ENSMUSG00000025176	Hoga1
Pi4k2a	ENSMUSG00000025178	Pi4k2a
R3hcc1l	ENSMUSG00000025184	R3hcc1l
Loxl4	ENSMUSG00000025185	Loxl4
Hps1	ENSMUSG00000025188	Hps1
Cnnm1	ENSMUSG00000025189	Cnnm1
Got1	ENSMUSG00000025190	Got1
Entpd7	ENSMUSG00000025192	Entpd7
Cutc	ENSMUSG00000025193	Cutc
Abcc2	ENSMUSG00000025194	Abcc2
Dnmbp	ENSMUSG00000025195	Dnmbp
Cpn1	ENSMUSG00000025196	Cpn1
Cyp2c23	ENSMUSG00000025197	Cyp2c23
Erlin1	ENSMUSG00000025198	Erlin1
Chuk	ENSMUSG00000025199	Chuk
Cwf19l1	ENSMUSG00000025200	Cwf19l1
Scd3	ENSMUSG00000025202	Scd3
Scd2	ENSMUSG00000025203	Scd2
Ndufb8	ENSMUSG00000025204	Ndufb8
Sema4g	ENSMUSG00000025207	Sema4g
Mrpl43	ENSMUSG00000025208	Mrpl43
Twnk	ENSMUSG00000025209	Twnk
Sfxn3	ENSMUSG00000025212	Sfxn3
Kazald1	ENSMUSG00000025213	Kazald1
Tlx1	ENSMUSG00000025215	Tlx1
Lbx1	ENSMUSG00000025216	Lbx1
Btrc	ENSMUSG00000025217	Btrc
Poll	ENSMUSG00000025218	Poll
Fgf8	ENSMUSG00000025219	Fgf8
Oga	ENSMUSG00000025220	Oga
Kcnip2	ENSMUSG00000025221	Kcnip2
Ldb1	ENSMUSG00000025223	Ldb1
Gbf1	ENSMUSG00000025224	Gbf1
Nfkb2	ENSMUSG00000025225	Nfkb2
Fbxl15	ENSMUSG00000025226	Fbxl15
Mfsd13a	ENSMUSG00000025227	Mfsd13a
Actr1a	ENSMUSG00000025228	Actr1a
Pitx3	ENSMUSG00000025229	Pitx3
Sufu	ENSMUSG00000025231	Sufu
Katnal2	ENSMUSG00000025420	Katnal2
Hdhd2	ENSMUSG00000025421	Hdhd2
Pias2	ENSMUSG00000025423	Pias2
St8sia5	ENSMUSG00000025425	St8sia5
Rnf165	ENSMUSG00000025427	Rnf165
Atp5a1	ENSMUSG00000025428	Atp5a1
Pstpip2	ENSMUSG00000025429	Pstpip2
Crisp1	ENSMUSG00000025431	Crisp1
Crisp3	ENSMUSG00000025433	Crisp3
Map3k7cl	ENSMUSG00000025610	Map3k7cl
Bach1	ENSMUSG00000025612	Bach1
Cct8	ENSMUSG00000025613	Cct8
Usp16	ENSMUSG00000025616	Usp16
A930017K11Rik	ENSMUSG00000025727	A930017K11Rik
Pigq	ENSMUSG00000025728	Pigq
Rab40c	ENSMUSG00000025730	Rab40c
Mettl26	ENSMUSG00000025731	Mettl26
Mcrip2	ENSMUSG00000025732	Mcrip2
Rhot2	ENSMUSG00000025733	Rhot2
Rhbdl1	ENSMUSG00000025735	Rhbdl1
Jmjd8	ENSMUSG00000025736	Jmjd8
Wdr24	ENSMUSG00000025737	Wdr24
Fbxl16	ENSMUSG00000025738	Fbxl16
Gng13	ENSMUSG00000025739	Gng13
Smad7	ENSMUSG00000025880	Smad7
Myo5b	ENSMUSG00000025885	Myo5b
Ppm1f	ENSMUSG00000026181	Ppm1f
Htr4	ENSMUSG00000026322	Htr4
Olfr109	ENSMUSG00000029184	Olfr109
Ccdc184	ENSMUSG00000029875	Ccdc184
Trat1	ENSMUSG00000030775	Trat1
Pgk2	ENSMUSG00000031233	Pgk2
Trib1	ENSMUSG00000032501	Trib1
Eml4	ENSMUSG00000032624	Eml4
Pygm	ENSMUSG00000032648	Pygm
Marchf3	ENSMUSG00000032656	Marchf3
Malt1	ENSMUSG00000032688	Malt1
Kank1	ENSMUSG00000032702	Kank1
Mdfi	ENSMUSG00000032717	Mdfi
Ablim3	ENSMUSG00000032735	Ablim3
Pram1	ENSMUSG00000032739	Pram1
Chrm1	ENSMUSG00000032773	Chrm1
Troap	ENSMUSG00000032783	Troap
Lama1	ENSMUSG00000032796	Lama1
Cyp2c38	ENSMUSG00000032808	Cyp2c38
Loxhd1	ENSMUSG00000032818	Loxhd1
Abcc10	ENSMUSG00000032842	Abcc10
Alpk2	ENSMUSG00000032845	Alpk2
Pkd1	ENSMUSG00000032855	Pkd1
Tex43	ENSMUSG00000032900	Tex43
Atg12	ENSMUSG00000032905	Atg12
Adgre4	ENSMUSG00000032915	Adgre4
Hspa13	ENSMUSG00000032932	Hspa13
Fshr	ENSMUSG00000032937	Fshr
Rbm11	ENSMUSG00000032940	Rbm11
Rasgrp2	ENSMUSG00000032946	Rasgrp2
Lipi	ENSMUSG00000032948	Lipi
Ift57	ENSMUSG00000032965	Ift57
Olfr281	ENSMUSG00000032987	Olfr281
Slc16a8	ENSMUSG00000032988	Slc16a8
Sox10	ENSMUSG00000033006	Sox10
Nfatc1	ENSMUSG00000033016	Nfatc1
Polr2f	ENSMUSG00000033020	Polr2f
Cdo1	ENSMUSG00000033022	Cdo1
1700088E04Rik	ENSMUSG00000033029	1700088E04Rik
Cip2a	ENSMUSG00000033031	Cip2a
Afap1l1	ENSMUSG00000033032	Afap1l1
Calhm2	ENSMUSG00000033033	Calhm2
Micall1	ENSMUSG00000033039	Micall1
Eif3l	ENSMUSG00000033047	Eif3l
1700028P14Rik	ENSMUSG00000033053	1700028P14Rik
Ankrd54	ENSMUSG00000033055	Ankrd54
Pfkm	ENSMUSG00000033065	Pfkm
Senp1	ENSMUSG00000033075	Senp1
Triobp	ENSMUSG00000033088	Triobp
Nol12	ENSMUSG00000033099	Nol12
Rnf125	ENSMUSG00000033107	Rnf125
Gga1	ENSMUSG00000033128	Gga1
Phldb2	ENSMUSG00000033149	Phldb2
Abhd10	ENSMUSG00000033157	Abhd10
Card10	ENSMUSG00000033170	Card10
Tmprss7	ENSMUSG00000033177	Tmprss7
Tmed7	ENSMUSG00000033184	Tmed7
BC016579	ENSMUSG00000033187	BC016579
Tpsg1	ENSMUSG00000033200	Tpsg1
Mamdc2	ENSMUSG00000033207	Mamdc2
Slc9c1	ENSMUSG00000033210	Slc9c1
Rac2	ENSMUSG00000033220	Rac2
Scaf11	ENSMUSG00000033228	Scaf11
Arid2	ENSMUSG00000033237	Arid2
Slc35a4	ENSMUSG00000033272	Slc35a4
Ptprm	ENSMUSG00000033278	Ptprm
Kctd17	ENSMUSG00000033287	Kctd17
Lpp	ENSMUSG00000033306	Lpp
Fem1c	ENSMUSG00000033319	Fem1c
Ctdp1	ENSMUSG00000033323	Ctdp1
Tnxb	ENSMUSG00000033327	Tnxb
Rtp4	ENSMUSG00000033355	Rtp4
Pus7l	ENSMUSG00000033356	Pus7l
Trappc8	ENSMUSG00000033382	Trappc8
Rtp1	ENSMUSG00000033383	Rtp1
Tagap	ENSMUSG00000033450	Tagap
Tomm6	ENSMUSG00000033475	Tomm6
Crygs	ENSMUSG00000033501	Crygs
Rbfox2	ENSMUSG00000033565	Rbfox2
Apol6	ENSMUSG00000033576	Apol6
Igf2bp2	ENSMUSG00000033581	Igf2bp2
Caskin1	ENSMUSG00000033597	Caskin1
Pank1	ENSMUSG00000033610	Pank1
Map3k13	ENSMUSG00000033618	Map3k13
Pik3c3	ENSMUSG00000033628	Pik3c3
AW554918	ENSMUSG00000033632	AW554918
Vps8	ENSMUSG00000033653	Vps8
Zfp7	ENSMUSG00000033669	Zfp7
Arhgap39	ENSMUSG00000033697	Arhgap39
Lrrc24	ENSMUSG00000033707	Lrrc24
Adra2a	ENSMUSG00000033717	Adra2a
Lrrc14	ENSMUSG00000033728	Lrrc14
Fkbpl	ENSMUSG00000033739	Fkbpl
Rbm4b	ENSMUSG00000033760	Rbm4b
Recql4	ENSMUSG00000033762	Recql4
Nrxn2	ENSMUSG00000033768	Nrxn2
Alg3	ENSMUSG00000033809	Alg3
Ppp1r16a	ENSMUSG00000033819	Ppp1r16a
Tpsb2	ENSMUSG00000033825	Tpsb2
Dnah8	ENSMUSG00000033826	Dnah8
Foxh1	ENSMUSG00000033837	Foxh1
Ston1	ENSMUSG00000033855	Ston1
Klf9	ENSMUSG00000033863	Klf9
Ppargc1b	ENSMUSG00000033871	Ppargc1b
Parl	ENSMUSG00000033918	Parl
Trim36	ENSMUSG00000033949	Trim36
Jcad	ENSMUSG00000033960	Jcad
Cdkl4	ENSMUSG00000033966	Cdkl4
Zfp944	ENSMUSG00000033972	Zfp944
Slc66a2	ENSMUSG00000034006	Slc66a2
Cpsf1	ENSMUSG00000034022	Cpsf1
Cd226	ENSMUSG00000034028	Cd226
Prss29	ENSMUSG00000034039	Prss29
Poglut1	ENSMUSG00000034064	Poglut1
Ccs	ENSMUSG00000034108	Ccs
Vav1	ENSMUSG00000034116	Vav1
Ptgdr2	ENSMUSG00000034117	Ptgdr2
Lrrc58	ENSMUSG00000034158	Lrrc58
Scx	ENSMUSG00000034161	Scx
Ccnd3	ENSMUSG00000034165	Ccnd3
Polq	ENSMUSG00000034206	Polq
Golgb1	ENSMUSG00000034243	Golgb1
Agpat1	ENSMUSG00000034254	Agpat1
Exosc4	ENSMUSG00000034259	Exosc4
Zdhhc14	ENSMUSG00000034265	Zdhhc14
Fhod3	ENSMUSG00000034295	Fhod3
Fam53c	ENSMUSG00000034300	Fam53c
Slc26a2	ENSMUSG00000034320	Slc26a2
Exosc1	ENSMUSG00000034321	Exosc1
Zbed4	ENSMUSG00000034333	Zbed4
Ina	ENSMUSG00000034336	Ina
Cstdc7	ENSMUSG00000034339	Cstdc7
Gtf2h5	ENSMUSG00000034345	Gtf2h5
Csta1	ENSMUSG00000034362	Csta1
Tkfc	ENSMUSG00000034371	Tkfc
Tulp4	ENSMUSG00000034377	Tulp4
Wdr5b	ENSMUSG00000034379	Wdr5b
AI661453	ENSMUSG00000034382	AI661453
Fbxo15	ENSMUSG00000034391	Fbxo15
Neurl1b	ENSMUSG00000034413	Neurl1b
Parp14	ENSMUSG00000034422	Parp14
Zfp707	ENSMUSG00000034429	Zfp707
Cyb561a3	ENSMUSG00000034445	Cyb561a3
Ifit1	ENSMUSG00000034459	Ifit1
Sec22a	ENSMUSG00000034473	Sec22a
Ly6g5c	ENSMUSG00000034482	Ly6g5c
Snx2	ENSMUSG00000034484	Snx2
Mad2l1bp	ENSMUSG00000034509	Mad2l1bp
Ppp1r18	ENSMUSG00000034595	Ppp1r18
Ssh3	ENSMUSG00000034616	Ssh3
Ly6d	ENSMUSG00000034634	Ly6d
Ankrd12	ENSMUSG00000034647	Ankrd12
Ythdc2	ENSMUSG00000034653	Ythdc2
Tmem109	ENSMUSG00000034659	Tmem109
Pbx2	ENSMUSG00000034673	Pbx2
Rnps1	ENSMUSG00000034681	Rnps1
Ppp1r21	ENSMUSG00000034709	Ppp1r21
Mrps10	ENSMUSG00000034729	Mrps10
Adgrb1	ENSMUSG00000034730	Adgrb1
Dusp5	ENSMUSG00000034765	Dusp5
Dsg1c	ENSMUSG00000034774	Dsg1c
Gpsm3	ENSMUSG00000034786	Gpsm3
Cpsf7	ENSMUSG00000034820	Cpsf7
Myl12b	ENSMUSG00000034868	Myl12b
Ly6g6f	ENSMUSG00000034923	Ly6g6f
Foxn2	ENSMUSG00000034998	Foxn2
Rrp12	ENSMUSG00000035049	Rrp12
Dhx57	ENSMUSG00000035051	Dhx57
Dcbld2	ENSMUSG00000035107	Dcbld2
1110059E24Rik	ENSMUSG00000035171	1110059E24Rik
Ccdc186	ENSMUSG00000035173	Ccdc186
Ppp1r32	ENSMUSG00000035179	Ppp1r32
Ubd	ENSMUSG00000035186	Ubd
Abi3bp	ENSMUSG00000035258	Abi3bp
Impg2	ENSMUSG00000035270	Impg2
Adrb1	ENSMUSG00000035283	Adrb1
Lzts2	ENSMUSG00000035342	Lzts2
Nfkbiz	ENSMUSG00000035356	Nfkbiz
1810055G02Rik	ENSMUSG00000035372	1810055G02Rik
Hacd2	ENSMUSG00000035376	Hacd2
Cfap53	ENSMUSG00000035394	Cfap53
Fam170a	ENSMUSG00000035420	Fam170a
Abca17	ENSMUSG00000035435	Abca17
Galm	ENSMUSG00000035473	Galm
Slc12a8	ENSMUSG00000035506	Slc12a8
Gnptg	ENSMUSG00000035521	Gnptg
Iqcg	ENSMUSG00000035578	Iqcg
Kcnh8	ENSMUSG00000035580	Kcnh8
Rubcn	ENSMUSG00000035629	Rubcn
Muc20	ENSMUSG00000035638	Muc20
Tnfsf9	ENSMUSG00000035678	Tnfsf9
Slc51a	ENSMUSG00000035699	Slc51a
Dagla	ENSMUSG00000035735	Dagla
Selenoo	ENSMUSG00000035757	Selenoo
Fbxo45	ENSMUSG00000035764	Fbxo45
Dym	ENSMUSG00000035765	Dym
Acta2	ENSMUSG00000035783	Acta2
Cep19	ENSMUSG00000035790	Cep19
Ins1	ENSMUSG00000035804	Ins1
Mlc1	ENSMUSG00000035805	Mlc1
Plekhs1	ENSMUSG00000035818	Plekhs1
Pim3	ENSMUSG00000035828	Pim3
Ddx11	ENSMUSG00000035842	Ddx11
Alg12	ENSMUSG00000035845	Alg12
Zfp983	ENSMUSG00000035868	Zfp983
Cox8a	ENSMUSG00000035885	Cox8a
Cerk	ENSMUSG00000035891	Cerk
Gramd4	ENSMUSG00000035900	Gramd4
H2-Q4	ENSMUSG00000035929	H2-Q4
Ttc38	ENSMUSG00000035944	Ttc38
Nme5	ENSMUSG00000035984	Nme5
Tmem63b	ENSMUSG00000036026	Tmem63b
Zfp57	ENSMUSG00000036036	Zfp57
5031439G07Rik	ENSMUSG00000036046	5031439G07Rik
Smug1	ENSMUSG00000036061	Smug1
Slf2	ENSMUSG00000036097	Slf2
Myrf	ENSMUSG00000036098	Myrf
Colec12	ENSMUSG00000036103	Colec12
Prr5	ENSMUSG00000036106	Prr5
Hoxc9	ENSMUSG00000036139	Hoxc9
Prickle1	ENSMUSG00000036158	Prickle1
Pphln1	ENSMUSG00000036167	Pphln1
Cd200r3	ENSMUSG00000036172	Cd200r3
Sapcd1	ENSMUSG00000036185	Sapcd1
Rorb	ENSMUSG00000036192	Rorb
Slc26a8	ENSMUSG00000036196	Slc26a8
Gxylt1	ENSMUSG00000036197	Gxylt1
Nepro	ENSMUSG00000036208	Nepro
Znrd1as	ENSMUSG00000036214	Znrd1as
Pdzrn4	ENSMUSG00000036218	Pdzrn4
Ska1	ENSMUSG00000036223	Ska1
Kctd1	ENSMUSG00000036225	Kctd1
Lrrk2	ENSMUSG00000036273	Lrrk2
Macrod1	ENSMUSG00000036278	Macrod1
Gramd1c	ENSMUSG00000036292	Gramd1c
Slc2a13	ENSMUSG00000036298	Slc2a13
BC031181	ENSMUSG00000036299	BC031181
Zdhhc23	ENSMUSG00000036304	Zdhhc23
Znrd1	ENSMUSG00000036315	Znrd1
Rmdn2	ENSMUSG00000036368	Rmdn2
Tmem258	ENSMUSG00000036372	Tmem258
Ppp1r11	ENSMUSG00000036398	Ppp1r11
Arsi	ENSMUSG00000036412	Arsi
Tbcc	ENSMUSG00000036430	Tbcc
Calm2	ENSMUSG00000036438	Calm2
Hif1an	ENSMUSG00000036450	Hif1an
Arhgap26	ENSMUSG00000036452	Arhgap26
Tbc1d24	ENSMUSG00000036473	Tbc1d24
Rnf39	ENSMUSG00000036492	Rnf39
Fam13b	ENSMUSG00000036501	Fam13b
Sbf1	ENSMUSG00000036529	Sbf1
Cdc42ep3	ENSMUSG00000036533	Cdc42ep3
Ermard	ENSMUSG00000036552	Ermard
Stpg4	ENSMUSG00000036557	Stpg4
Ppp6r2	ENSMUSG00000036561	Ppp6r2
Bicral	ENSMUSG00000036568	Bicral
Fgf1	ENSMUSG00000036585	Fgf1
H2-Aa	ENSMUSG00000036594	H2-Aa
Plxnb2	ENSMUSG00000036606	Plxnb2
Clcn7	ENSMUSG00000036636	Clcn7
Dennd3	ENSMUSG00000036661	Dennd3
Aaas	ENSMUSG00000036678	Aaas
Ago2	ENSMUSG00000036698	Ago2
Psma8	ENSMUSG00000036743	Psma8
Cuedc2	ENSMUSG00000036748	Cuedc2
Kcnk9	ENSMUSG00000036760	Kcnk9
Decr2	ENSMUSG00000036775	Decr2
Fam135b	ENSMUSG00000036800	Fam135b
Amdhd2	ENSMUSG00000036820	Amdhd2
Gjd4	ENSMUSG00000036855	Gjd4
Ptcra	ENSMUSG00000036858	Ptcra
Acaa2	ENSMUSG00000036880	Acaa2
Fzd8	ENSMUSG00000036904	Fzd8
Unc93b1	ENSMUSG00000036908	Unc93b1
Ttc7	ENSMUSG00000036918	Ttc7
Mucl2	ENSMUSG00000036925	Mucl2
Elac1	ENSMUSG00000036941	Elac1
Tmem71	ENSMUSG00000036944	Tmem71
Wnt8b	ENSMUSG00000036961	Wnt8b
Spryd3	ENSMUSG00000036966	Spryd3
Tfb1m	ENSMUSG00000036983	Tfb1m
Tns2	ENSMUSG00000037003	Tns2
Ss18	ENSMUSG00000037013	Ss18
Paip2	ENSMUSG00000037058	Paip2
Scd1	ENSMUSG00000037071	Scd1
Rnf139	ENSMUSG00000037075	Rnf139
Trmt12	ENSMUSG00000037085	Trmt12
Slc35b2	ENSMUSG00000037089	Slc35b2
Lrg1	ENSMUSG00000037095	Lrg1
Rab11fip3	ENSMUSG00000037098	Rab11fip3
Socs5	ENSMUSG00000037104	Socs5
Fer1l6	ENSMUSG00000037106	Fer1l6
Fam91a1	ENSMUSG00000037119	Fam91a1
Psd	ENSMUSG00000037126	Psd
H2-M10.6	ENSMUSG00000037130	H2-M10.6
Krt80	ENSMUSG00000037185	Krt80
Pacrg	ENSMUSG00000037196	Pacrg
Atg101	ENSMUSG00000037204	Atg101
Matr3	ENSMUSG00000037236	Matr3
H2-M10.5	ENSMUSG00000037246	H2-M10.5
Mex3c	ENSMUSG00000037253	Mex3c
Aldh3b3	ENSMUSG00000037263	Aldh3b3
Galnt6	ENSMUSG00000037280	Galnt6
Tap1	ENSMUSG00000037321	Tap1
Capn15	ENSMUSG00000037326	Capn15
H2-M1	ENSMUSG00000037334	H2-M1
Taf2	ENSMUSG00000037343	Taf2
Hrh4	ENSMUSG00000037346	Hrh4
Nudt22	ENSMUSG00000037349	Nudt22
Letmd1	ENSMUSG00000037353	Letmd1
Ccn3	ENSMUSG00000037362	Ccn3
Dmxl1	ENSMUSG00000037416	Dmxl1
Best1	ENSMUSG00000037418	Best1
Tulp1	ENSMUSG00000037446	Tulp1
Slc22a20	ENSMUSG00000037451	Slc22a20
Tbx10	ENSMUSG00000037477	Tbx10
Bcdin3d	ENSMUSG00000037525	Bcdin3d
H2-M11	ENSMUSG00000037537	H2-M11
H2-DMb2	ENSMUSG00000037548	H2-DMb2
Mcrs1	ENSMUSG00000037570	Mcrs1
Ephx3	ENSMUSG00000037577	Ephx3
Pkd2l1	ENSMUSG00000037578	Pkd2l1
Kcnh3	ENSMUSG00000037579	Kcnh3
Gm5519	ENSMUSG00000037603	Gm5519
H2-DMa	ENSMUSG00000037649	H2-DMa
Tmem247	ENSMUSG00000037689	Tmem247
Rpl10a	ENSMUSG00000037805	Rpl10a
Ctnna1	ENSMUSG00000037815	Ctnna1
Nmrk1	ENSMUSG00000037847	Nmrk1
Ndufv1	ENSMUSG00000037916	Ndufv1
Zc3h7a	ENSMUSG00000037965	Zc3h7a
Snn	ENSMUSG00000037972	Snn
Rmi2	ENSMUSG00000037991	Rmi2
Cramp1l	ENSMUSG00000038002	Cramp1l
Dnajc22	ENSMUSG00000038009	Dnajc22
Prm2	ENSMUSG00000038015	Prm2
Socs1	ENSMUSG00000038037	Socs1
Sult6b1	ENSMUSG00000038045	Sult6b1
Cntnap5c	ENSMUSG00000038048	Cntnap5c
Dexi	ENSMUSG00000038055	Dexi
Smim3	ENSMUSG00000038059	Smim3
Npy6r	ENSMUSG00000038071	Npy6r
Opa1	ENSMUSG00000038084	Opa1
Atp13a4	ENSMUSG00000038094	Atp13a4
Fam210a	ENSMUSG00000038121	Fam210a
Ccdc50	ENSMUSG00000038127	Ccdc50
Camk4	ENSMUSG00000038128	Camk4
Tmem181a	ENSMUSG00000038141	Tmem181a
Notch3	ENSMUSG00000038146	Notch3
Cldn16	ENSMUSG00000038148	Cldn16
Gstp2	ENSMUSG00000038155	Gstp2
P3h2	ENSMUSG00000038168	P3h2
Fau	ENSMUSG00000038274	Fau
Wdr36	ENSMUSG00000038299	Wdr36
2410017I17Rik	ENSMUSG00000038311	2410017I17Rik
Tcte2	ENSMUSG00000038347	Tcte2
Egr1	ENSMUSG00000038418	Egr1
Poli	ENSMUSG00000038425	Poli
Catsper1	ENSMUSG00000038498	Catsper1
Prr3	ENSMUSG00000038500	Prr3
Fchsd1	ENSMUSG00000038524	Fchsd1
Srd5a2	ENSMUSG00000038541	Srd5a2
Cul7	ENSMUSG00000038545	Cul7
Reep2	ENSMUSG00000038555	Reep2
Ric1	ENSMUSG00000038658	Ric1
Scube3	ENSMUSG00000038677	Scube3
Elovl3	ENSMUSG00000038754	Elovl3
Abcf1	ENSMUSG00000038762	Abcf1
Kdm3b	ENSMUSG00000038773	Kdm3b
Stap2	ENSMUSG00000038781	Stap2
Scgb3a2	ENSMUSG00000038791	Scgb3a2
Six3	ENSMUSG00000038805	Six3
Trmt112	ENSMUSG00000038812	Trmt112
Vars2	ENSMUSG00000038838	Vars2
Gcnt1	ENSMUSG00000038843	Gcnt1
Mrps34	ENSMUSG00000038880	Mrps34
Ccdc68	ENSMUSG00000038903	Ccdc68
Plcl2	ENSMUSG00000038910	Plcl2
Supt3	ENSMUSG00000038954	Supt3
Ube2l3	ENSMUSG00000038965	Ube2l3
Rln1	ENSMUSG00000039097	Rln1
Prune2	ENSMUSG00000039126	Prune2
Sart1	ENSMUSG00000039148	Sart1
Runx2	ENSMUSG00000039153	Runx2
Shd	ENSMUSG00000039154	Shd
Tekt5	ENSMUSG00000039179	Tekt5
Nubp2	ENSMUSG00000039183	Nubp2
Nlrc4	ENSMUSG00000039193	Nlrc4
Atf7ip2	ENSMUSG00000039200	Atf7ip2
Rpl39l	ENSMUSG00000039209	Rpl39l
Srrm2	ENSMUSG00000039218	Srrm2
