"p_val"	"avg_logFC"	"pct.1"	"pct.2"	"p_val_adj"	"cluster"	"gene"
1.55331428177409e-98	0.303015209272569	0.972	0.867	5.15343079264189e-94	"Tip Cell"	"Egfl7"
4.43029472897563e-98	0.334387615592435	0.52	0.295	1.46983888223224e-93	"Tip Cell"	"Orai1"
5.46864894458533e-98	0.320828484583913	0.718	0.484	1.81433366034507e-93	"Tip Cell"	"Tnfaip1"
7.01616396922174e-98	0.333792961770973	0.444	0.231	2.3277527200687e-93	"Tip Cell"	"Ptprk"
1.48066075853584e-97	0.252564220554349	0.989	0.967	4.91238819859434e-93	"Tip Cell"	"Rpl17"
1.51364268407158e-97	0.339194137489365	0.455	0.238	5.02181233294427e-93	"Tip Cell"	"Nop56"
1.57295485167098e-97	0.39848572980028	0.891	0.773	5.21859231138881e-93	"Tip Cell"	"Ppp1r2"
4.07856326577654e-97	0.326087339410592	0.887	0.753	1.35314493468668e-92	"Tip Cell"	"Npm1"
4.91467522064128e-97	0.299240547432822	0.965	0.91	1.63054179795216e-92	"Tip Cell"	"Rpl10a"
2.03846663207785e-96	0.294090201229753	0.914	0.791	6.7630207452447e-92	"Tip Cell"	"Serbp1"
5.02304409150176e-96	0.40384204897508	0.804	0.614	1.66649533823754e-91	"Tip Cell"	"Sema7a"
1.19671650125636e-95	0.426011749188859	0.547	0.335	3.97034633621823e-91	"Tip Cell"	"Smad1"
2.72699287047953e-95	0.295708962031848	0.974	0.934	9.04734424638993e-91	"Tip Cell"	"Rpl29"
5.88200032387809e-95	0.328461481150301	0.92	0.813	1.95147124745303e-90	"Tip Cell"	"Txn1"
8.55047517408214e-95	0.373559728078733	0.443	0.229	2.83679114850523e-90	"Tip Cell"	"Bcr"
1.26949313915019e-94	0.264791929762992	0.333	0.148	4.21179738775858e-90	"Tip Cell"	"Eef1e1"
1.40761424889416e-94	0.357450916765485	0.549	0.331	4.67004179355616e-90	"Tip Cell"	"Riok3"
1.61630919361827e-94	0.362316811846726	0.415	0.211	5.36242901166732e-90	"Tip Cell"	"Agpat5"
6.74232327250668e-94	0.346171978716267	0.798	0.59	2.23690059211954e-89	"Tip Cell"	"Pdia6"
1.14399235603813e-93	0.3446663672811	0.591	0.372	3.79542343962771e-89	"Tip Cell"	"Hspa9"
1.85137583488009e-93	0.379812640568156	0.642	0.427	6.14230960738167e-89	"Tip Cell"	"Tubb2a"
3.27915987836588e-93	0.525795580498532	0.895	0.776	1.08792687284545e-88	"Tip Cell"	"Ahnak"
1.0302050404997e-92	0.511555607060073	0.62	0.43	3.41791126286586e-88	"Tip Cell"	"Plxna2"
1.16758327625281e-92	0.47408769402839	0.584	0.376	3.87369103562396e-88	"Tip Cell"	"Crim1"
2.0654537460094e-92	0.349765956357818	0.507	0.291	6.85255589313537e-88	"Tip Cell"	"Cdk17"
1.85781754190459e-91	0.269749192536115	0.232	0.085	6.16368125877684e-87	"Tip Cell"	"Zfp52"
2.07320831192869e-91	0.320659692724311	0.384	0.19	6.87828321648581e-87	"Tip Cell"	"Peak1"
2.60832921496425e-91	0.324268696475833	0.958	0.91	8.65365383648689e-87	"Tip Cell"	"Rpl4"
2.93667027059811e-90	0.82793868019805	0.315	0.141	9.74299095676335e-86	"Tip Cell"	"Igfbp3"
3.09796303548889e-90	0.338259723051218	0.584	0.36	1.02781119628415e-85	"Tip Cell"	"Adcy4"
3.2121647295718e-89	0.25257346987812	0.998	0.987	1.06569989233004e-84	"Tip Cell"	"Eif1"
6.49784824708521e-89	0.351546093728226	0.512	0.306	2.15579111293546e-84	"Tip Cell"	"Ptpn12"
1.12889602692544e-88	0.305509241095596	0.892	0.781	3.74533834853053e-84	"Tip Cell"	"Dstn"
1.25438647408498e-88	0.364742087084883	0.749	0.551	4.16167800507173e-84	"Tip Cell"	"Tubb4b"
1.58604214142063e-88	0.32048465366874	0.646	0.427	5.26201201259124e-84	"Tip Cell"	"Mrpl17"
2.11821195749486e-88	0.352354255673544	0.649	0.432	7.02759181138069e-84	"Tip Cell"	"Cnn2"
2.28851387023485e-88	0.34946586724721	0.635	0.418	7.59260246727815e-84	"Tip Cell"	"Bola2"
3.66128846422504e-88	0.29235426029285	0.511	0.295	1.21470567377594e-83	"Tip Cell"	"Flna"
1.07490722169142e-87	0.337807649284221	0.667	0.466	3.56621968940561e-83	"Tip Cell"	"Cct2"
1.54814362081264e-87	0.332498507765128	0.691	0.465	5.13627609077011e-83	"Tip Cell"	"Robo4"
2.44216463487487e-86	0.345132135629549	0.771	0.579	8.10236960912434e-82	"Tip Cell"	"Manf"
5.60929850997642e-86	0.299440711685586	0.422	0.224	1.86099696665488e-81	"Tip Cell"	"Nop58"
1.73914585188616e-84	0.270694116725696	0.475	0.266	5.76996419280271e-80	"Tip Cell"	"Gars"
7.0680196063154e-84	0.29318293212458	0.326	0.151	2.34495686478726e-79	"Tip Cell"	"Tgif1"
2.23388709317081e-83	0.285376446927161	0.813	0.631	7.4113672090128e-79	"Tip Cell"	"Ssr4"
2.48792257621152e-83	0.326317420095031	0.779	0.591	8.25418073109696e-79	"Tip Cell"	"Bax"
4.52022347799406e-83	0.363454821938593	0.748	0.576	1.49967454329409e-78	"Tip Cell"	"Pitpna"
2.07293118497293e-82	0.296463876073642	0.641	0.435	6.8773637923847e-78	"Tip Cell"	"Snrpd1"
5.12966742218104e-82	0.343318863072441	0.521	0.313	1.701869760657e-77	"Tip Cell"	"Aprt"
6.28843154221618e-82	0.423863155980058	0.742	0.555	2.08631293276106e-77	"Tip Cell"	"Mast4"
1.59392738147159e-81	0.267892076482762	0.305	0.138	5.2881728735083e-77	"Tip Cell"	"Slc20a1"
3.07383874263981e-81	0.322470580635194	0.414	0.224	1.01980747964561e-76	"Tip Cell"	"Eif2b2"
4.04211045015526e-81	0.26411463238025	0.339	0.161	1.34105098404801e-76	"Tip Cell"	"Cmtm3"
6.37360529541283e-81	0.322373898542245	0.932	0.818	2.11457102885911e-76	"Tip Cell"	"Tuba1a"
9.35613092110926e-81	0.35742712154943	0.654	0.453	3.10408355569642e-76	"Tip Cell"	"Lrrc8a"
1.97229778845749e-80	0.311634071034733	0.885	0.771	6.54349237276541e-76	"Tip Cell"	"Eif5a"
2.8988978378035e-80	0.269588292554573	0.361	0.182	9.61767335648066e-76	"Tip Cell"	"Socs5"
5.64691698493677e-80	0.265147928793806	0.37	0.187	1.87347764809247e-75	"Tip Cell"	"Endod1"
6.54145335414275e-80	0.252995151036463	0.944	0.852	2.17025797930394e-75	"Tip Cell"	"Ywhae"
8.84854165220652e-80	0.337831435260301	0.715	0.526	2.93568066395256e-75	"Tip Cell"	"Nme1"
1.25251127151977e-78	0.310225190412655	0.579	0.371	4.15545664552116e-74	"Tip Cell"	"Nars"
1.58648397869384e-78	0.441902040832412	0.807	0.625	5.26347789611254e-74	"Tip Cell"	"Sgk1"
3.28767620601367e-78	0.287081827961874	0.644	0.438	1.09075233486916e-73	"Tip Cell"	"Tcp1"
7.61042153559092e-78	0.311208029252993	0.535	0.335	2.524909552863e-73	"Tip Cell"	"Tulp4"
8.79491417384447e-78	0.275006809808648	0.922	0.845	2.91788867545638e-73	"Tip Cell"	"Sh3bgrl3"
1.34942916540949e-77	0.264358112154154	0.682	0.468	4.47700114207908e-73	"Tip Cell"	"Timm17a"
1.72526338930357e-77	0.264498837665599	0.543	0.329	5.72390634669247e-73	"Tip Cell"	"Pxn"
2.23956026636667e-77	0.617174679572998	0.313	0.15	7.43018909572469e-73	"Tip Cell"	"Ptgs2"
1.23596794159624e-76	0.38263439316831	0.653	0.469	4.10057083983384e-72	"Tip Cell"	"Map4k4"
1.4117084943528e-75	0.277307200762489	0.47	0.274	4.68362527171428e-71	"Tip Cell"	"Gtpbp4"
2.47056729773717e-75	0.471592393940189	0.313	0.147	8.19660112370262e-71	"Tip Cell"	"Cxcl2"
4.39685054720371e-75	0.257733498923144	0.432	0.24	1.45874310604578e-70	"Tip Cell"	"Zyx"
3.15646437222634e-74	0.316820300765584	0.597	0.4	1.04722018477353e-69	"Tip Cell"	"Chic2"
3.31783889214344e-74	0.271027072271346	0.937	0.839	1.10075940924643e-69	"Tip Cell"	"Tagln2"
3.49176058483954e-74	0.314860266030204	0.401	0.221	1.15846140923221e-69	"Tip Cell"	"Tes"
3.410590840578e-73	0.270363042761578	0.639	0.439	1.13153172317856e-68	"Tip Cell"	"Llph"
5.22334261117801e-73	0.308134325286119	0.618	0.417	1.73294837811053e-68	"Tip Cell"	"Hif1a"
3.17387376740175e-72	0.273964924599354	0.918	0.821	1.05299609981088e-67	"Tip Cell"	"Rack1"
5.98139630177922e-72	0.267157539945502	0.965	0.924	1.98444785104129e-67	"Tip Cell"	"Rps26"
3.06771758815805e-71	0.313411090526089	0.742	0.577	1.0177766642232e-66	"Tip Cell"	"Hnrnpa1"
5.28754634738637e-71	0.321036650929211	0.779	0.608	1.75424925167238e-66	"Tip Cell"	"Ctnna1"
7.50732664998312e-71	0.263770062092854	0.465	0.272	2.4907057626649e-66	"Tip Cell"	"Pcdh1"
3.45349809209019e-70	0.257249182686449	0.63	0.43	1.14576706201276e-65	"Tip Cell"	"Cct3"
3.68205126274164e-70	0.284890617623018	0.48	0.287	1.22159414743979e-65	"Tip Cell"	"Lrrfip1"
4.48185739238557e-70	0.273133538211853	0.493	0.303	1.48694582707176e-65	"Tip Cell"	"Etf1"
1.13168746804067e-69	0.278904388054547	0.563	0.367	3.75459951271854e-65	"Tip Cell"	"Cttn"
5.07647599136244e-69	0.26486761108076	0.597	0.395	1.68422243965432e-64	"Tip Cell"	"Gpr4"
5.62940091868794e-69	0.274147764655188	0.773	0.598	1.8676663427931e-64	"Tip Cell"	"Arpc5"
9.4496893312594e-69	0.252360007874391	0.547	0.345	3.13512342943193e-64	"Tip Cell"	"Eif1a"
1.65172203137184e-68	0.319660463974559	0.832	0.684	5.47991818348235e-64	"Tip Cell"	"Actn4"
2.16995395422762e-68	0.272191834171696	0.596	0.397	7.19925623394096e-64	"Tip Cell"	"Prmt1"
2.85499953360242e-68	0.284866413650472	0.808	0.636	9.47203195263275e-64	"Tip Cell"	"Rrbp1"
1.46655391844267e-67	0.270810179732399	0.763	0.591	4.86558593521725e-63	"Tip Cell"	"Snrpf"
4.16386324039855e-67	0.378340094788959	0.725	0.566	1.38144490726703e-62	"Tip Cell"	"Esd"
1.31578408588444e-66	0.395186148779574	0.921	0.794	4.36537686173881e-62	"Tip Cell"	"Klf6"
3.4212313382376e-66	0.29317969784127	0.755	0.571	1.13506192108709e-61	"Tip Cell"	"Mrpl52"
3.70247014140867e-66	0.253776179822678	0.676	0.478	1.22836851881516e-61	"Tip Cell"	"Psmc4"
5.6114134928742e-66	0.25714637350995	0.584	0.39	1.86169865453087e-61	"Tip Cell"	"Ebna1bp2"
7.42726712201587e-66	0.266280814745583	0.563	0.377	2.46414441307121e-61	"Tip Cell"	"Pdcd6ip"
7.73637491193479e-66	0.262917625778375	0.819	0.631	2.5666971045326e-61	"Tip Cell"	"Icam2"
1.01743469084202e-65	0.253870254255359	0.874	0.748	3.37554307380656e-61	"Tip Cell"	"Krtcap2"
5.86753038035765e-65	0.284125087642505	0.643	0.451	1.94667055429126e-60	"Tip Cell"	"Ubxn4"
4.94060924286771e-64	0.30101077168392	0.568	0.387	1.63914592850622e-59	"Tip Cell"	"Bcl10"
1.47600434166464e-61	0.250815993363542	0.809	0.644	4.89693960434079e-57	"Tip Cell"	"Shisa5"
2.46015908518084e-61	0.308714234452129	0.354	0.201	8.16206979690448e-57	"Tip Cell"	"Fmnl2"
3.34642044783997e-61	0.252328266378747	0.673	0.489	1.11024191197987e-56	"Tip Cell"	"Cmpk1"
5.67846455178137e-61	0.25842511941645	0.522	0.343	1.8839441843445e-56	"Tip Cell"	"Myo1c"
5.39328544592593e-60	0.261383389085661	0.738	0.572	1.78933031239485e-55	"Tip Cell"	"Cct4"
5.80191041415389e-60	0.404303095168909	0.885	0.768	1.92489981810384e-55	"Tip Cell"	"Fermt2"
2.56171339347507e-59	0.269949625858003	0.787	0.633	8.49899652553225e-55	"Tip Cell"	"Atp5g1"
5.07021474027172e-59	0.424584604254824	0.467	0.303	1.68214514437995e-54	"Tip Cell"	"Ctla2b"
5.96596811317404e-59	0.250085543637239	0.729	0.559	1.97932924090775e-54	"Tip Cell"	"Cct5"
6.39652723584854e-59	0.307671243256462	0.504	0.327	2.12217584103747e-54	"Tip Cell"	"St3gal1"
4.40260685259923e-58	0.261619293042872	0.532	0.354	1.46065287548685e-53	"Tip Cell"	"Lyar"
1.87170171037344e-56	0.253345843014542	0.647	0.466	6.20974476450595e-52	"Tip Cell"	"Psmd11"
1.0378764258986e-55	0.294712276079417	0.883	0.774	3.44336261820379e-51	"Tip Cell"	"Tuba1b"
3.67046291503645e-55	0.346520249597521	0.789	0.656	1.21774948132164e-50	"Tip Cell"	"Taldo1"
4.56657194723106e-55	0.408917350403237	0.607	0.438	1.51505157493285e-50	"Tip Cell"	"Ndfip1"
1.53819919051176e-53	0.255000860130016	0.774	0.627	5.10328345436088e-49	"Tip Cell"	"Cct7"
8.43420646270476e-53	0.254012072239962	0.707	0.549	2.79821667813156e-48	"Tip Cell"	"Set"
5.51793527604101e-52	0.295847508929754	0.322	0.178	1.83068538653212e-47	"Tip Cell"	"Pdgfa"
2.05889199645103e-51	0.386947239204822	0.502	0.359	6.8307859766256e-47	"Tip Cell"	"Mbd2"
1.73735506635913e-50	0.27411725642802	0.945	0.867	5.76402290365968e-46	"Tip Cell"	"Tmsb10"
1.55739098245593e-49	0.494765026647844	0.365	0.221	5.16695606249405e-45	"Tip Cell"	"Ankrd37"
1.77347534882426e-49	0.275902387563903	0.627	0.466	5.88385916479424e-45	"Tip Cell"	"Xiap"
2.11026701287711e-49	0.250136695197527	0.767	0.606	7.00123286862238e-45	"Tip Cell"	"Spop"
5.74312999508085e-48	0.26689099380265	0.789	0.634	1.90539823846797e-43	"Tip Cell"	"Eif5"
7.45967827158095e-47	0.302555674368046	0.536	0.365	2.47489746016241e-42	"Tip Cell"	"Icam1"
7.4252142092398e-45	0.252838489196764	0.418	0.269	2.46346331819949e-40	"Tip Cell"	"Sgms2"
2.91843441383465e-44	0.264991021430426	0.815	0.677	9.6824898547792e-40	"Tip Cell"	"Ece1"
1.1408040651494e-43	0.258545821631482	0.709	0.562	3.78484564694615e-39	"Tip Cell"	"Ptp4a2"
1.59720077467216e-43	0.25236818329264	0.459	0.307	5.29903301012982e-39	"Tip Cell"	"Smtn"
1.87056506719846e-42	0.264679086291262	0.865	0.747	6.20597372344434e-38	"Tip Cell"	"Hspa5"
2.53784467797514e-42	0.251046692455165	0.303	0.172	8.41980728811811e-38	"Tip Cell"	"Pmaip1"
3.51251990408286e-40	0.271640210864649	0.731	0.584	1.16534872857757e-35	"Tip Cell"	"Eno1"
1.42207368239607e-38	0.297385674662731	0.463	0.34	4.71801385608544e-34	"Tip Cell"	"Pnp"
2.88262822373628e-38	0.262949115906109	0.616	0.47	9.56369565788984e-34	"Tip Cell"	"Ybx3"
2.76362703257101e-37	0.256319141131449	0.786	0.667	9.16888540596084e-33	"Tip Cell"	"Rap1b"
9.27121667160336e-31	0.251331882241891	0.476	0.35	3.07591155513785e-26	"Tip Cell"	"Foxo1"
2.9007543677494e-30	0.257115616869719	0.472	0.348	9.62383276588217e-26	"Tip Cell"	"Kdm6b"
1.66728893802721e-25	0.395217788953542	0.358	0.252	5.53156450969289e-21	"Tip Cell"	"Edn1"
3.76421178810609e-19	0.252389212800658	0.631	0.535	1.24885254493996e-14	"Tip Cell"	"Tpi1"
5.12504470246563e-13	0.295184587426246	0.221	0.165	1.70033608093702e-08	"Tip Cell"	"2410006H16Rik"
6.25281435709402e-09	0.306814498918858	0.942	0.914	0.000207449621925308	"Tip Cell"	"Mt1"
0	3.80021432286328	0.996	0.177	0	"Pericyte"	"Vtn"
0	2.7649774664481	0.965	0.114	0	"Pericyte"	"Higd1b"
0	2.68341714568829	0.943	0.217	0	"Pericyte"	"Atp1a2"
0	2.65170362725395	0.858	0.082	0	"Pericyte"	"Kcnj8"
0	2.64465129165187	0.969	0.122	0	"Pericyte"	"Ndufa4l2"
0	2.51839354549521	0.993	0.335	0	"Pericyte"	"Rgs5"
0	2.45788508393576	0.932	0.124	0	"Pericyte"	"Pdgfrb"
0	2.40576870970312	0.963	0.251	0	"Pericyte"	"Ifitm1"
0	2.36062247275676	0.841	0.066	0	"Pericyte"	"Art3"
0	2.32870461694234	0.878	0.097	0	"Pericyte"	"Rgs4"
0	2.3141682181633	0.819	0.091	0	"Pericyte"	"Abcc9"
0	2.30987883913207	0.878	0.072	0	"Pericyte"	"P2ry14"
0	2.2837733980832	0.993	0.405	0	"Pericyte"	"Cald1"
0	2.26608683956148	0.948	0.133	0	"Pericyte"	"Myl9"
0	2.24708165877134	0.954	0.249	0	"Pericyte"	"Mgp"
0	2.23354248178582	0.739	0.092	0	"Pericyte"	"Gm13889"
0	2.09038965439305	0.976	0.406	0	"Pericyte"	"Mfge8"
0	2.08869372973671	0.728	0.059	0	"Pericyte"	"Atp13a5"
0	2.0611634978745	0.734	0.051	0	"Pericyte"	"Slc6a20a"
0	2.06006319045522	0.856	0.133	0	"Pericyte"	"Rarres2"
0	2.0255823622409	0.797	0.077	0	"Pericyte"	"Cox4i2"
0	1.88212854667179	0.773	0.115	0	"Pericyte"	"Sod3"
0	1.8715726894072	0.771	0.083	0	"Pericyte"	"Notch3"
0	1.84269013708281	0.749	0.071	0	"Pericyte"	"Gucy1b1"
0	1.79810683214153	0.854	0.186	0	"Pericyte"	"Nbl1"
0	1.77829837842588	0.712	0.107	0	"Pericyte"	"Ppp1r14a"
0	1.75987438212763	0.638	0.045	0	"Pericyte"	"Ace2"
0	1.73166813951573	0.706	0.069	0	"Pericyte"	"Slc19a1"
0	1.70336786673415	0.715	0.124	0	"Pericyte"	"Atp1b2"
0	1.67349213929861	0.688	0.09	0	"Pericyte"	"Dmd"
0	1.66316431670415	0.76	0.14	0	"Pericyte"	"Lhfp"
0	1.65186099299796	0.699	0.072	0	"Pericyte"	"Il34"
0	1.6479285396747	0.63	0.079	0	"Pericyte"	"Cd248"
0	1.6410665347119	0.664	0.063	0	"Pericyte"	"Pla1a"
0	1.63618698904251	0.625	0.061	0	"Pericyte"	"Cspg4"
0	1.60588526457735	0.684	0.07	0	"Pericyte"	"Gper1"
0	1.60532115842446	0.612	0.088	0	"Pericyte"	"Gja4"
0	1.60386634882149	0.699	0.103	0	"Pericyte"	"Sdc2"
0	1.59577051178305	0.697	0.1	0	"Pericyte"	"Plxdc2"
0	1.58693174259673	0.634	0.048	0	"Pericyte"	"Ggt5"
0	1.55159601879056	0.608	0.052	0	"Pericyte"	"Adap2"
0	1.51434694622137	0.645	0.099	0	"Pericyte"	"Zic1"
0	1.48839103930281	0.538	0.052	0	"Pericyte"	"Gm13861"
0	1.44355077510118	0.521	0.059	0	"Pericyte"	"Aspn"
0	1.38982269425489	0.619	0.089	0	"Pericyte"	"Pid1"
0	1.38453082561067	0.484	0.037	0	"Pericyte"	"Adap2os"
0	1.35578938574682	0.571	0.05	0	"Pericyte"	"Gucy1a1"
0	1.34803132594857	0.527	0.063	0	"Pericyte"	"Perp"
0	1.32451252138935	0.519	0.054	0	"Pericyte"	"Pde8b"
0	1.32357988067563	0.464	0.035	0	"Pericyte"	"Casq2"
0	1.31991519396767	0.501	0.049	0	"Pericyte"	"S1pr3"
0	1.28695969970837	0.512	0.048	0	"Pericyte"	"Lama2"
0	1.28452253162556	0.501	0.037	0	"Pericyte"	"Slc30a10"
0	1.25452721517748	0.508	0.054	0	"Pericyte"	"Pth1r"
0	1.25264600896166	0.481	0.042	0	"Pericyte"	"Inpp4b"
0	1.22048429777086	0.442	0.029	0	"Pericyte"	"Slc38a11"
0	1.19011983673757	0.484	0.032	0	"Pericyte"	"Plxdc1"
0	1.18925320441035	0.471	0.049	0	"Pericyte"	"Enpep"
0	1.1864342403364	0.477	0.046	0	"Pericyte"	"Carmn"
0	0.988612764105	0.351	0.025	0	"Pericyte"	"Trpc3"
6.04769153581753e-308	1.1804571277114	0.434	0.042	2.00644262083818e-303	"Pericyte"	"Tbx3os1"
1.35190676464326e-306	1.13317525544734	0.425	0.04	4.48522107305693e-302	"Pericyte"	"Heyl"
1.24348332701737e-305	1.31129269581003	0.634	0.099	4.12550463404553e-301	"Pericyte"	"Gpx8"
9.92087598249126e-301	0.963433148233987	0.394	0.035	3.29144902471112e-296	"Pericyte"	"Foxs1"
3.81154805267517e-295	2.10837526166846	0.954	0.409	1.26455729743604e-290	"Pericyte"	"Septin4"
1.03077321421025e-294	1.05186576654127	0.436	0.045	3.41979629278535e-290	"Pericyte"	"Ano1"
4.14499272529617e-284	1.06444052280289	0.414	0.042	1.37518423647151e-279	"Pericyte"	"Vstm4"
1.95382400024936e-277	1.09690074372649	0.453	0.052	6.4822018856273e-273	"Pericyte"	"Ednra"
5.38466737317342e-277	1.23593002593166	0.505	0.068	1.78647109439775e-272	"Pericyte"	"Colec12"
1.16987775716209e-276	0.883719473126107	0.34	0.027	3.88130343493666e-272	"Pericyte"	"Rem1"
1.58769642546581e-274	0.897124948045914	0.305	0.021	5.26750043076793e-270	"Pericyte"	"Ggt1"
2.80128542568133e-273	1.02774868750304	0.397	0.04	9.29382465678294e-269	"Pericyte"	"Slc16a12"
1.36330206753488e-268	0.89150463153347	0.342	0.029	4.52302726946047e-264	"Pericyte"	"Sgip1"
8.59896213013941e-259	1.0449868026378	0.375	0.037	2.85287766591635e-254	"Pericyte"	"Tbx2"
3.40964310500775e-258	1.21524348749725	0.471	0.062	1.13121729294842e-253	"Pericyte"	"G0s2"
1.58779894028375e-254	1.51595595712142	0.932	0.331	5.26784054417939e-250	"Pericyte"	"Cd63"
8.45856675224656e-245	1.04260968304414	0.697	0.14	2.80629869139284e-240	"Pericyte"	"Bgn"
2.01844588969632e-241	1.02145664283801	0.259	0.017	6.69659792824548e-237	"Pericyte"	"Sfrp2"
3.91839810313635e-239	0.748230214845516	0.294	0.023	1.30000693867755e-234	"Pericyte"	"Lin7a"
1.05067804017779e-236	0.762996655953655	0.244	0.015	3.48583453389787e-232	"Pericyte"	"Pde4c"
1.81539883187968e-236	0.600537991853186	0.211	0.011	6.02294870452722e-232	"Pericyte"	"Grm3"
1.0081629360628e-233	0.83559230987367	0.318	0.029	3.34478217297556e-229	"Pericyte"	"Gprc5c"
8.71206142021461e-233	0.980131595460413	0.357	0.037	2.8904006173846e-228	"Pericyte"	"Pcdh18"
5.66509736143998e-232	0.758355270875445	0.277	0.021	1.87950935160494e-227	"Pericyte"	"Gm12002"
6.32531070968604e-230	0.99952180131314	0.39	0.046	2.09854833415254e-225	"Pericyte"	"Arhgap42"
7.48974512261373e-229	0.691688083340031	0.251	0.017	2.48487273932956e-224	"Pericyte"	"Trpc4"
1.81861306729003e-225	1.1479651405694	0.453	0.066	6.03361257334814e-221	"Pericyte"	"Slco3a1"
3.04127137545364e-224	0.696804869494256	0.227	0.014	1.00900260423426e-219	"Pericyte"	"Nodal"
1.16403458719572e-221	0.877165558255399	0.331	0.033	3.86191754993923e-217	"Pericyte"	"Rasl12"
4.40656855013884e-221	1.082013100683	0.425	0.059	1.46196724787956e-216	"Pericyte"	"Klhl23"
2.66363281856454e-219	0.731090263415907	0.283	0.024	8.83713460215157e-215	"Pericyte"	"Naalad2"
8.84803873455833e-219	1.03080925969691	0.388	0.048	2.93551381096442e-214	"Pericyte"	"Zic4"
1.02548566854054e-215	0.831619089324166	0.248	0.018	3.40225380251696e-211	"Pericyte"	"Saa1"
1.8666973426735e-209	0.98854222989083	0.403	0.055	6.19314177378788e-205	"Pericyte"	"Arhgef17"
5.96300557891571e-209	0.888761137265627	0.366	0.044	1.97834636091686e-204	"Pericyte"	"C1qtnf2"
8.08361108405951e-204	0.873461535838584	0.342	0.039	2.68189964935842e-199	"Pericyte"	"Plcl1"
2.29230484446519e-200	1.15587171950476	0.534	0.108	7.60517978248217e-196	"Pericyte"	"Itgb5"
1.33188129728965e-195	1.22359624960713	0.46	0.08	4.41878258001788e-191	"Pericyte"	"Ctdspl"
1.47043579703433e-195	1.09292882435491	0.431	0.067	4.87846484382079e-191	"Pericyte"	"Cygb"
1.18053211248032e-192	0.773656201879556	0.296	0.03	3.91665138957597e-188	"Pericyte"	"Hey2"
4.60932436263266e-191	1.15526846380163	0.458	0.081	1.52923554379064e-186	"Pericyte"	"Tbxa2r"
2.87394104811124e-190	1.49960707765673	0.569	0.123	9.53487421531866e-186	"Pericyte"	"Meg3"
4.22178188426447e-190	0.848333739377869	0.351	0.045	1.40066057574242e-185	"Pericyte"	"Chn1"
4.66236062449245e-190	1.44590995128475	0.943	0.747	1.54683138438786e-185	"Pericyte"	"Septin7"
4.02343704746217e-189	0.957062547337189	0.386	0.056	1.33485570923652e-184	"Pericyte"	"Plce1"
2.69230262099097e-188	0.971224311895632	0.314	0.035	8.93225240566174e-184	"Pericyte"	"Gm14964"
4.89444744963647e-188	0.775722891641528	0.255	0.022	1.62383083036589e-183	"Pericyte"	"Cysltr2"
8.56846228695789e-188	0.916390708429961	0.346	0.044	2.84275873294402e-183	"Pericyte"	"Cadm4"
5.33528917718132e-184	0.795527212173846	0.285	0.03	1.77008889031345e-179	"Pericyte"	"Adora2a"
6.89996159235128e-184	0.708561796876542	0.233	0.019	2.28920025749439e-179	"Pericyte"	"Hoxb3os"
3.93250010191726e-179	0.907947325914609	0.37	0.054	1.30468555881309e-174	"Pericyte"	"Gng2"
8.28946939872551e-179	0.837874920681508	0.362	0.05	2.75019726241516e-174	"Pericyte"	"Gpc3"
3.28304387548228e-178	1.21281344031998	0.525	0.117	1.08921546656875e-173	"Pericyte"	"Hspa2"
7.81385885744841e-178	1.08075269460615	0.427	0.073	2.59240395313566e-173	"Pericyte"	"Lbh"
3.33670620985223e-176	1.29280947532211	0.54	0.127	1.10701901924267e-171	"Pericyte"	"Ecm2"
1.28041763008455e-175	1.11025143019865	0.22	0.017	4.2480415713315e-171	"Pericyte"	"Saa2"
2.86341180329707e-174	0.593908563324981	0.214	0.016	9.4999413397987e-170	"Pericyte"	"Mir99ahg"
5.7740280217916e-174	1.54164207229679	0.632	0.193	1.9156492767898e-169	"Pericyte"	"Slc12a2"
2.92332980685787e-173	0.994096240101833	0.362	0.053	9.69873130021235e-169	"Pericyte"	"Foxd1"
1.44438884579442e-172	1.09010672754278	0.495	0.104	4.79204887369215e-168	"Pericyte"	"Axl"
5.74216087674971e-172	0.897546827365255	0.312	0.039	1.90507671407925e-167	"Pericyte"	"Atp2a3"
3.82179166316803e-169	0.721980341683173	0.255	0.025	1.26795582008926e-164	"Pericyte"	"Ajap1"
6.0416293926988e-169	0.795879453283899	0.279	0.031	2.00443138361568e-164	"Pericyte"	"Angptl2"
